id,hostname,planet_letter,planet_name,discovery_method,orbital_period,planet_jupiter_mass
1353,Kepler-1019,b,Kepler-1019 b,Transit,1.41122985,
1354,Kepler-102,b,Kepler-102 b,Transit,5.28696,0.01353
1355,Kepler-102,c,Kepler-102 c,Transit,7.07142,0.00944
1356,Kepler-102,d,Kepler-102 d,Transit,10.3117,0.012
1357,Kepler-102,e,Kepler-102 e,Transit,16.1457,0.028
1358,Kepler-102,f,Kepler-102 f,Transit,27.4536,0.01636
1359,Kepler-1020,b,Kepler-1020 b,Transit,96.9151496,
1360,Kepler-1021,b,Kepler-1021 b,Transit,13.47469571,
1361,Kepler-1022,b,Kepler-1022 b,Transit,10.99469878,
1362,Kepler-1023,b,Kepler-1023 b,Transit,62.1387714,
1363,Kepler-1024,b,Kepler-1024 b,Transit,66.4162133,
1364,Kepler-1025,b,Kepler-1025 b,Transit,37.3229493,
1365,Kepler-1026,b,Kepler-1026 b,Transit,36.5156053,
1366,Kepler-1027,b,Kepler-1027 b,Transit,1.9078052,
1367,Kepler-1028,b,Kepler-1028 b,Transit,2.51462432,
1368,Kepler-1029,b,Kepler-1029 b,Transit,4.41769648,
1369,Kepler-103,b,Kepler-103 b,Transit,15.9654,0.031
1370,Kepler-103,c,Kepler-103 c,Transit,179.612,0.114
1371,Kepler-1030,b,Kepler-1030 b,Transit,19.32952416,
1372,Kepler-1031,b,Kepler-1031 b,Transit,1.22621732,
1373,Kepler-1032,b,Kepler-1032 b,Transit,3.29011795,
1374,Kepler-1033,b,Kepler-1033 b,Transit,7.56052806,
1375,Kepler-1034,b,Kepler-1034 b,Transit,12.12400943,
1376,Kepler-1035,b,Kepler-1035 b,Transit,2.71407755,
1377,Kepler-1036,b,Kepler-1036 b,Transit,122.8808058,
1378,Kepler-1037,b,Kepler-1037 b,Transit,1.06378867,
1379,Kepler-1038,b,Kepler-1038 b,Transit,148.4603382,
1380,Kepler-1039,b,Kepler-1039 b,Transit,0.93488424,
1381,Kepler-104,b,Kepler-104 b,Transit,11.427548,
1382,Kepler-104,c,Kepler-104 c,Transit,23.668205,
1383,Kepler-104,d,Kepler-104 d,Transit,51.755394,
1384,Kepler-1040,b,Kepler-1040 b,Transit,201.1214,
1385,Kepler-1041,b,Kepler-1041 b,Transit,24.7576421,
1386,Kepler-1042,b,Kepler-1042 b,Transit,10.13202575,
1387,Kepler-1043,b,Kepler-1043 b,Transit,38.5053398,
1388,Kepler-1044,b,Kepler-1044 b,Transit,6.77408868,
1389,Kepler-1045,b,Kepler-1045 b,Transit,26.41045478,
1390,Kepler-1046,b,Kepler-1046 b,Transit,14.37508035,
1391,Kepler-1047,b,Kepler-1047 b,Transit,56.1886887,
1392,Kepler-1047,c,Kepler-1047 c,Transit,3.18897601,
1393,Kepler-1048,b,Kepler-1048 b,Transit,6.92101021,
1394,Kepler-1049,b,Kepler-1049 b,Transit,3.27346074,
1395,Kepler-105,b,Kepler-105 b,Transit,5.4122,
1396,Kepler-105,c,Kepler-105 c,Transit,7.1262,0.01447
1397,Kepler-1050,b,Kepler-1050 b,Transit,15.3787546,
1398,Kepler-1050,c,Kepler-1050 c,Transit,21.1284569,
1399,Kepler-1051,b,Kepler-1051 b,Transit,25.96200249,
1400,Kepler-1052,b,Kepler-1052 b,Transit,34.8538276,
1401,Kepler-1053,b,Kepler-1053 b,Transit,2.41435165,
1402,Kepler-1054,b,Kepler-1054 b,Transit,4.30655689,
1403,Kepler-1055,b,Kepler-1055 b,Transit,2.29503623,
1404,Kepler-1056,b,Kepler-1056 b,Transit,27.495606,
1405,Kepler-1057,b,Kepler-1057 b,Transit,14.08827448,
1406,Kepler-1058,b,Kepler-1058 b,Transit,110.96546,
1407,Kepler-1059,b,Kepler-1059 b,Transit,3.76419105,
1408,Kepler-106,b,Kepler-106 b,Transit,6.16486,0.01668
1409,Kepler-106,c,Kepler-106 c,Transit,13.5708,0.033
1410,Kepler-106,d,Kepler-106 d,Transit,23.9802,0.02549
1411,Kepler-106,e,Kepler-106 e,Transit,43.8445,0.035
1412,Kepler-1060,b,Kepler-1060 b,Transit,46.8779367,
1413,Kepler-1061,b,Kepler-1061 b,Transit,2.75798267,
1414,Kepler-1062,b,Kepler-1062 b,Transit,9.30412078,
1415,Kepler-1063,b,Kepler-1063 b,Transit,14.07971466,
1416,Kepler-1064,b,Kepler-1064 b,Transit,16.54080322,
1417,Kepler-1065,b,Kepler-1065 b,Transit,3.60930891,
1418,Kepler-1065,c,Kepler-1065 c,Transit,2.37030743,
1419,Kepler-1066,b,Kepler-1066 b,Transit,1.93155984,
1420,Kepler-1067,b,Kepler-1067 b,Transit,0.76212926,
1421,Kepler-1068,b,Kepler-1068 b,Transit,16.92344113,
1422,Kepler-1069,b,Kepler-1069 b,Transit,23.8990296,
1423,Kepler-107,b,Kepler-107 b,Transit,3.1800218,0.01104
1424,Kepler-107,c,Kepler-107 c,Transit,4.901452,0.02954
1425,Kepler-107,d,Kepler-107 d,Transit,7.95839,0.01196
1426,Kepler-107,e,Kepler-107 e,Transit,14.749143,0.02706
1427,Kepler-1070,b,Kepler-1070 b,Transit,6.2216147,
1428,Kepler-1071,b,Kepler-1071 b,Transit,6.1799844,
1429,Kepler-1072,b,Kepler-1072 b,Transit,1.5690665,
1430,Kepler-1073,b,Kepler-1073 b,Transit,8.67888593,
1431,Kepler-1073,c,Kepler-1073 c,Transit,4.02582254,
1432,Kepler-1074,b,Kepler-1074 b,Transit,5.94566534,
1433,Kepler-1075,b,Kepler-1075 b,Transit,1.52372816,
1434,Kepler-1076,b,Kepler-1076 b,Transit,6.14727918,
1435,Kepler-1077,b,Kepler-1077 b,Transit,34.3511874,
1436,Kepler-1078,b,Kepler-1078 b,Transit,3.00725242,
1437,Kepler-1079,b,Kepler-1079 b,Transit,13.24503188,
1438,Kepler-108,b,Kepler-108 b,Transit,49.183921,
1439,Kepler-108,c,Kepler-108 c,Transit,190.323494,
1440,Kepler-1080,b,Kepler-1080 b,Transit,77.2548396,
1441,Kepler-1081,b,Kepler-1081 b,Transit,3.85691855,
1442,Kepler-1082,b,Kepler-1082 b,Transit,1.5432066,
1443,Kepler-1083,b,Kepler-1083 b,Transit,33.4177993,
1444,Kepler-1084,b,Kepler-1084 b,Transit,2.05333679,
1445,Kepler-1085,b,Kepler-1085 b,Transit,219.3217528,
1446,Kepler-1086,b,Kepler-1086 b,Transit,18.78425728,
1447,Kepler-1086,c,Kepler-1086 c,Transit,161.5163345,
1448,Kepler-1087,b,Kepler-1087 b,Transit,0.69384285,
1449,Kepler-1088,b,Kepler-1088 b,Transit,23.12748644,
1450,Kepler-1089,b,Kepler-1089 b,Transit,5.13248562,
1451,Kepler-109,b,Kepler-109 b,Transit,6.48163,0.02297
1452,Kepler-109,c,Kepler-109 c,Transit,21.2227,0.06859
1453,Kepler-1090,b,Kepler-1090 b,Transit,198.680179,
1454,Kepler-1091,b,Kepler-1091 b,Transit,1.43474156,
1455,Kepler-1092,b,Kepler-1092 b,Transit,58.6017925,
1456,Kepler-1093,b,Kepler-1093 b,Transit,25.0824626,
1457,Kepler-1093,c,Kepler-1093 c,Transit,89.722292,
1458,Kepler-1094,b,Kepler-1094 b,Transit,78.1000231,
1459,Kepler-1095,b,Kepler-1095 b,Transit,4.27103091,
1460,Kepler-1096,b,Kepler-1096 b,Transit,2.89221751,
1461,Kepler-1097,b,Kepler-1097 b,Transit,187.747029,
1462,Kepler-1098,b,Kepler-1098 b,Transit,2.54307286,
1463,Kepler-1099,b,Kepler-1099 b,Transit,2.16845259,
1464,Kepler-11,b,Kepler-11 b,Transit,10.3039,0.006
1465,Kepler-11,c,Kepler-11 c,Transit,13.0241,0.009
1466,Kepler-11,d,Kepler-11 d,Transit,22.6845,0.023
1467,Kepler-11,e,Kepler-11 e,Transit,31.9996,0.025
1468,Kepler-11,f,Kepler-11 f,Transit,46.6888,0.006
1469,Kepler-11,g,Kepler-11 g,Transit,118.3807,0.079
1470,Kepler-110,b,Kepler-110 b,Transit,12.691112,
1471,Kepler-110,c,Kepler-110 c,Transit,31.719775,
1472,Kepler-1100,b,Kepler-1100 b,Transit,6.42200058,
1473,Kepler-1101,b,Kepler-1101 b,Transit,81.3151059,
1474,Kepler-1102,b,Kepler-1102 b,Transit,51.3285623,
1475,Kepler-1103,b,Kepler-1103 b,Transit,19.79191978,
1476,Kepler-1104,b,Kepler-1104 b,Transit,5.03728015,
1477,Kepler-1105,b,Kepler-1105 b,Transit,4.42157218,
1478,Kepler-1106,b,Kepler-1106 b,Transit,1.25275217,
1479,Kepler-1107,b,Kepler-1107 b,Transit,0.57103852,
1480,Kepler-1108,b,Kepler-1108 b,Transit,4.51005748,
1481,Kepler-1109,b,Kepler-1109 b,Transit,37.6467384,
1482,Kepler-111,b,Kepler-111 b,Transit,3.341815,
1483,Kepler-111,c,Kepler-111 c,Transit,224.784608,
1484,Kepler-1110,b,Kepler-1110 b,Transit,9.69312032,
1485,Kepler-1111,b,Kepler-1111 b,Transit,8.79617863,
1486,Kepler-1112,b,Kepler-1112 b,Transit,14.36267939,
1487,Kepler-1113,b,Kepler-1113 b,Transit,42.3004954,
1488,Kepler-1114,b,Kepler-1114 b,Transit,14.97435694,
1489,Kepler-1115,b,Kepler-1115 b,Transit,23.5540725,
1490,Kepler-1116,b,Kepler-1116 b,Transit,41.6977827,
1491,Kepler-1117,b,Kepler-1117 b,Transit,4.79028459,
1492,Kepler-1118,b,Kepler-1118 b,Transit,38.6715075,
1493,Kepler-1119,b,Kepler-1119 b,Transit,8.3265153,
1494,Kepler-112,b,Kepler-112 b,Transit,8.408878,
1495,Kepler-112,c,Kepler-112 c,Transit,28.574263,
1496,Kepler-1120,b,Kepler-1120 b,Transit,2.94902905,
1497,Kepler-1121,b,Kepler-1121 b,Transit,13.15141081,
1498,Kepler-1122,b,Kepler-1122 b,Transit,42.1917357,
1499,Kepler-1123,b,Kepler-1123 b,Transit,4.33946454,
1500,Kepler-1124,b,Kepler-1124 b,Transit,2.85234897,
1501,Kepler-1125,b,Kepler-1125 b,Transit,17.6700642,
1502,Kepler-1126,b,Kepler-1126 b,Transit,108.593329,
1503,Kepler-1127,b,Kepler-1127 b,Transit,5.12330347,
1504,Kepler-1128,b,Kepler-1128 b,Transit,61.6178167,
1505,Kepler-1129,b,Kepler-1129 b,Transit,24.3397804,
1506,Kepler-1129,c,Kepler-1129 c,Transit,76.5369586,
1507,Kepler-113,b,Kepler-113 b,Transit,4.754,0.037
1508,Kepler-113,c,Kepler-113 c,Transit,8.92507,0.02737
1509,Kepler-1130,b,Kepler-1130 b,Transit,5.45298175,
1510,Kepler-1131,b,Kepler-1131 b,Transit,3.53232449,
1511,Kepler-1132,b,Kepler-1132 b,Transit,62.8916228,
1512,Kepler-1133,b,Kepler-1133 b,Transit,11.55562343,
1513,Kepler-1134,b,Kepler-1134 b,Transit,17.13263989,
1514,Kepler-1135,b,Kepler-1135 b,Transit,76.957857,
1515,Kepler-1136,b,Kepler-1136 b,Transit,2.36172433,
1516,Kepler-1137,b,Kepler-1137 b,Transit,23.9210791,
1517,Kepler-1138,b,Kepler-1138 b,Transit,3.17060005,
1518,Kepler-1139,b,Kepler-1139 b,Transit,0.81316672,
1519,Kepler-114,b,Kepler-114 b,Transit,5.188549,
1520,Kepler-114,c,Kepler-114 c,Transit,8.041,0.009
1521,Kepler-114,d,Kepler-114 d,Transit,11.776,0.012
1522,Kepler-1140,b,Kepler-1140 b,Transit,24.0862707,
1523,Kepler-1141,b,Kepler-1141 b,Transit,2.34451194,
1524,Kepler-1142,b,Kepler-1142 b,Transit,18.3027248,
1525,Kepler-1143,b,Kepler-1143 b,Transit,2.88890485,
1526,Kepler-1143,c,Kepler-1143 c,Transit,210.630591,
1527,Kepler-1144,b,Kepler-1144 b,Transit,17.14647302,
1528,Kepler-1145,b,Kepler-1145 b,Transit,3.97076766,
1529,Kepler-1146,b,Kepler-1146 b,Transit,2.3522658,
1530,Kepler-1147,b,Kepler-1147 b,Transit,10.62784997,
1531,Kepler-1148,b,Kepler-1148 b,Transit,1.10446351,
1532,Kepler-1149,b,Kepler-1149 b,Transit,3.73089898,
1533,Kepler-115,b,Kepler-115 b,Transit,2.403679,
1534,Kepler-115,c,Kepler-115 c,Transit,8.990889,
1535,Kepler-1150,b,Kepler-1150 b,Transit,2.78786839,
1536,Kepler-1151,b,Kepler-1151 b,Transit,65.6478424,
1537,Kepler-1152,b,Kepler-1152 b,Transit,1.64680191,
1538,Kepler-1153,b,Kepler-1153 b,Transit,1.75583533,
1539,Kepler-1154,b,Kepler-1154 b,Transit,5.1856142,
1540,Kepler-1154,c,Kepler-1154 c,Transit,8.45808312,
1541,Kepler-1155,b,Kepler-1155 b,Transit,33.469743,
1542,Kepler-1156,b,Kepler-1156 b,Transit,11.89520511,
1543,Kepler-1157,b,Kepler-1157 b,Transit,4.45743164,
1544,Kepler-1158,b,Kepler-1158 b,Transit,13.5396293,
1545,Kepler-1159,b,Kepler-1159 b,Transit,22.70816791,
1546,Kepler-116,b,Kepler-116 b,Transit,5.968734,
1547,Kepler-116,c,Kepler-116 c,Transit,13.07163,
1548,Kepler-1160,b,Kepler-1160 b,Transit,7.97034958,
1549,Kepler-1161,b,Kepler-1161 b,Transit,10.71252541,
1550,Kepler-1162,b,Kepler-1162 b,Transit,32.5637069,
1551,Kepler-1163,b,Kepler-1163 b,Transit,6.11786898,
1552,Kepler-1164,b,Kepler-1164 b,Transit,3.97599768,
1553,Kepler-1165,b,Kepler-1165 b,Transit,9.478522,
1554,Kepler-1166,b,Kepler-1166 b,Transit,33.2406882,
1555,Kepler-1167,b,Kepler-1167 b,Transit,1.00393374,
1556,Kepler-1168,b,Kepler-1168 b,Transit,55.8226539,
1557,Kepler-1169,b,Kepler-1169 b,Transit,6.11009134,
1558,Kepler-117,b,Kepler-117 b,Transit,18.7959228,0.094
1559,Kepler-117,c,Kepler-117 c,Transit,50.790391,1.84
1560,Kepler-1170,b,Kepler-1170 b,Transit,9.98969327,
1561,Kepler-1171,b,Kepler-1171 b,Transit,1.44259224,
1562,Kepler-1172,b,Kepler-1172 b,Transit,26.0204423,
1563,Kepler-1173,b,Kepler-1173 b,Transit,0.7698536,
1564,Kepler-1174,b,Kepler-1174 b,Transit,6.89225223,
1565,Kepler-1175,b,Kepler-1175 b,Transit,37.94563,
1566,Kepler-1176,b,Kepler-1176 b,Transit,24.1738579,
1567,Kepler-1177,b,Kepler-1177 b,Transit,106.247547,
1568,Kepler-1178,b,Kepler-1178 b,Transit,31.80634,
1569,Kepler-1179,b,Kepler-1179 b,Transit,2.68505749,
1570,Kepler-118,b,Kepler-118 b,Transit,7.518496,
1571,Kepler-118,c,Kepler-118 c,Transit,20.17202,
1572,Kepler-1180,b,Kepler-1180 b,Transit,16.8601286,
1573,Kepler-1181,b,Kepler-1181 b,Transit,4.89337519,
1574,Kepler-1182,b,Kepler-1182 b,Transit,11.17394617,
1575,Kepler-1183,b,Kepler-1183 b,Transit,28.5057189,
1576,Kepler-1184,b,Kepler-1184 b,Transit,53.5991044,
1577,Kepler-1185,b,Kepler-1185 b,Transit,104.3518976,
1578,Kepler-1186,b,Kepler-1186 b,Transit,16.07677615,
1579,Kepler-1187,b,Kepler-1187 b,Transit,18.87064068,
1580,Kepler-1188,b,Kepler-1188 b,Transit,17.1369543,
1581,Kepler-1189,b,Kepler-1189 b,Transit,3.78858982,
1582,Kepler-119,b,Kepler-119 b,Transit,2.422082,
1583,Kepler-119,c,Kepler-119 c,Transit,4.125103,
1584,Kepler-1190,b,Kepler-1190 b,Transit,10.45843441,
1585,Kepler-1191,b,Kepler-1191 b,Transit,5.60014851,
1586,Kepler-1192,b,Kepler-1192 b,Transit,25.2034787,
1587,Kepler-1193,b,Kepler-1193 b,Transit,2.83265213,
1588,Kepler-1194,b,Kepler-1194 b,Transit,16.22371307,
1589,Kepler-1195,b,Kepler-1195 b,Transit,8.49642241,
1590,Kepler-1196,b,Kepler-1196 b,Transit,66.1849031,
1591,Kepler-1197,b,Kepler-1197 b,Transit,2.03231845,
1592,Kepler-1198,b,Kepler-1198 b,Transit,7.6847716,
1593,Kepler-1199,b,Kepler-1199 b,Transit,15.0447198,
1594,Kepler-12,b,Kepler-12 b,Transit,4.4379629,0.432
1595,Kepler-120,b,Kepler-120 b,Transit,6.312501,
1596,Kepler-120,c,Kepler-120 c,Transit,12.794585,
1597,Kepler-1200,b,Kepler-1200 b,Transit,1.11854972,
1598,Kepler-1201,b,Kepler-1201 b,Transit,15.18725932,
1599,Kepler-1202,b,Kepler-1202 b,Transit,28.6851324,
1600,Kepler-1203,b,Kepler-1203 b,Transit,0.58800076,
1601,Kepler-1204,b,Kepler-1204 b,Transit,85.7350285,
1602,Kepler-1205,b,Kepler-1205 b,Transit,1.07839035,
1603,Kepler-1206,b,Kepler-1206 b,Transit,1.21699766,
1604,Kepler-1207,b,Kepler-1207 b,Transit,13.68237119,
1605,Kepler-1208,b,Kepler-1208 b,Transit,11.08507637,
1606,Kepler-1209,b,Kepler-1209 b,Transit,25.369116,
1607,Kepler-121,b,Kepler-121 b,Transit,3.177422,
1608,Kepler-121,c,Kepler-121 c,Transit,41.008011,
1609,Kepler-1210,b,Kepler-1210 b,Transit,8.07124073,
1610,Kepler-1211,b,Kepler-1211 b,Transit,11.01816836,
1611,Kepler-1212,b,Kepler-1212 b,Transit,12.94130146,
1612,Kepler-1213,b,Kepler-1213 b,Transit,5.34982412,
1613,Kepler-1214,b,Kepler-1214 b,Transit,18.82634264,
1614,Kepler-1215,b,Kepler-1215 b,Transit,4.76703963,
1615,Kepler-1216,b,Kepler-1216 b,Transit,4.37034536,
1616,Kepler-1217,b,Kepler-1217 b,Transit,2.03232507,
1617,Kepler-1218,b,Kepler-1218 b,Transit,22.9221266,
1618,Kepler-1219,b,Kepler-1219 b,Transit,16.10467749,
1619,Kepler-122,b,Kepler-122 b,Transit,5.766193,
1620,Kepler-122,c,Kepler-122 c,Transit,12.465988,
1621,Kepler-122,d,Kepler-122 d,Transit,21.587475,
1622,Kepler-122,e,Kepler-122 e,Transit,37.993273,
1623,Kepler-122,f,Kepler-122 f,Transit Timing Variations,56.268,0.113
1624,Kepler-1220,b,Kepler-1220 b,Transit,7.42693741,
1625,Kepler-1221,b,Kepler-1221 b,Transit,12.00096042,
1626,Kepler-1222,b,Kepler-1222 b,Transit,1.91694425,
1627,Kepler-1223,b,Kepler-1223 b,Transit,16.301259,
1628,Kepler-1224,b,Kepler-1224 b,Transit,13.32351601,
1629,Kepler-1225,b,Kepler-1225 b,Transit,7.01075434,
1630,Kepler-1226,b,Kepler-1226 b,Transit,17.2923453,
1631,Kepler-1227,b,Kepler-1227 b,Transit,94.2887577,
1632,Kepler-1228,b,Kepler-1228 b,Transit,0.57736958,
1633,Kepler-1229,b,Kepler-1229 b,Transit,86.828989,
1634,Kepler-123,b,Kepler-123 b,Transit,17.232366,
1635,Kepler-123,c,Kepler-123 c,Transit,26.695074,
1636,Kepler-1230,b,Kepler-1230 b,Transit,9.95661537,
1637,Kepler-1231,b,Kepler-1231 b,Transit,10.41725184,
1638,Kepler-1232,b,Kepler-1232 b,Transit,26.7839183,
1639,Kepler-1233,b,Kepler-1233 b,Transit,45.1263042,
1640,Kepler-1234,b,Kepler-1234 b,Transit,11.94014029,
1641,Kepler-1235,b,Kepler-1235 b,Transit,4.16055856,
1642,Kepler-1236,b,Kepler-1236 b,Transit,31.0571618,
1643,Kepler-1237,b,Kepler-1237 b,Transit,84.5733226,
1644,Kepler-1238,b,Kepler-1238 b,Transit,4.14787559,
1645,Kepler-1239,b,Kepler-1239 b,Transit,5.19104016,
1646,Kepler-124,b,Kepler-124 b,Transit,3.410493,
1647,Kepler-124,c,Kepler-124 c,Transit,13.821375,
1648,Kepler-124,d,Kepler-124 d,Transit,30.950851,
1649,Kepler-1240,b,Kepler-1240 b,Transit,4.8663815,
1650,Kepler-1241,b,Kepler-1241 b,Transit,18.5525701,
1651,Kepler-1242,b,Kepler-1242 b,Transit,13.62798432,
1652,Kepler-1243,b,Kepler-1243 b,Transit,16.8320729,
1653,Kepler-1244,b,Kepler-1244 b,Transit,3.70428172,
1654,Kepler-1245,b,Kepler-1245 b,Transit,4.35409304,
1655,Kepler-1245,c,Kepler-1245 c,Transit,2.93658468,
1656,Kepler-1246,b,Kepler-1246 b,Transit,11.32271513,
1657,Kepler-1247,b,Kepler-1247 b,Transit,13.71220213,
1658,Kepler-1248,b,Kepler-1248 b,Transit,7.46725407,
1659,Kepler-1249,b,Kepler-1249 b,Transit,24.3347127,
1660,Kepler-125,b,Kepler-125 b,Transit,4.164389,
1661,Kepler-125,c,Kepler-125 c,Transit,5.774464,
1662,Kepler-1250,b,Kepler-1250 b,Transit,2.60754383,
1663,Kepler-1251,b,Kepler-1251 b,Transit,45.0904643,
1664,Kepler-1252,b,Kepler-1252 b,Transit,15.0540329,
1665,Kepler-1253,b,Kepler-1253 b,Transit,68.8861915,
1666,Kepler-1254,b,Kepler-1254 b,Transit,9.99113313,
1667,Kepler-1254,c,Kepler-1254 c,Transit,3.60084276,
1668,Kepler-1254,d,Kepler-1254 d,Transit,5.72717226,
1669,Kepler-1255,b,Kepler-1255 b,Transit,36.2919336,
1670,Kepler-1256,b,Kepler-1256 b,Transit,12.4127754,
1671,Kepler-1257,b,Kepler-1257 b,Transit,2.66831376,
1672,Kepler-1258,b,Kepler-1258 b,Transit,0.98494017,
1673,Kepler-1259,b,Kepler-1259 b,Transit,0.66308526,
1674,Kepler-126,b,Kepler-126 b,Transit,10.495711,
1675,Kepler-126,c,Kepler-126 c,Transit,21.869741,
1676,Kepler-126,d,Kepler-126 d,Transit,100.283134,
1677,Kepler-1260,b,Kepler-1260 b,Transit,19.1187753,
1678,Kepler-1261,b,Kepler-1261 b,Transit,48.4308991,
1679,Kepler-1262,b,Kepler-1262 b,Transit,8.67900242,
1680,Kepler-1263,b,Kepler-1263 b,Transit,4.55139967,
1681,Kepler-1264,b,Kepler-1264 b,Transit,0.96852602,
1682,Kepler-1265,b,Kepler-1265 b,Transit,6.49441289,
1683,Kepler-1266,b,Kepler-1266 b,Transit,28.474748,
1684,Kepler-1267,b,Kepler-1267 b,Transit,13.0313945,
1685,Kepler-1268,b,Kepler-1268 b,Transit,40.9903986,
1686,Kepler-1269,b,Kepler-1269 b,Transit,37.3331536,
1687,Kepler-127,b,Kepler-127 b,Transit,14.435889,
1688,Kepler-127,c,Kepler-127 c,Transit,29.393195,
1689,Kepler-127,d,Kepler-127 d,Transit,48.630408,
1690,Kepler-1270,b,Kepler-1270 b,Transit,6.03356196,
1691,Kepler-1271,b,Kepler-1271 b,Transit,3.0255955,
1692,Kepler-1272,b,Kepler-1272 b,Transit,51.1309704,
1693,Kepler-1273,b,Kepler-1273 b,Transit,28.625653,
1694,Kepler-1274,b,Kepler-1274 b,Transit,6.98152703,
1695,Kepler-1275,b,Kepler-1275 b,Transit,3.65691115,
1696,Kepler-1276,b,Kepler-1276 b,Transit,12.5720095,
1697,Kepler-1277,b,Kepler-1277 b,Transit,40.8365012,
1698,Kepler-1278,b,Kepler-1278 b,Transit,3.23941344,
1699,Kepler-1279,b,Kepler-1279 b,Transit,23.4774101,
1700,Kepler-128,b,Kepler-128 b,Transit,15.09,0.097
1701,Kepler-128,c,Kepler-128 c,Transit,22.804,0.105
1702,Kepler-1280,b,Kepler-1280 b,Transit,66.5579057,
1703,Kepler-1281,b,Kepler-1281 b,Transit,3.11602791,
1704,Kepler-1282,b,Kepler-1282 b,Transit,2.13194651,
1705,Kepler-1283,b,Kepler-1283 b,Transit,12.9460978,
1706,Kepler-1284,b,Kepler-1284 b,Transit,0.66407381,
1707,Kepler-1285,b,Kepler-1285 b,Transit,14.7967458,
1708,Kepler-1286,b,Kepler-1286 b,Transit,11.25402929,
1709,Kepler-1287,b,Kepler-1287 b,Transit,11.47685909,
1710,Kepler-1288,b,Kepler-1288 b,Transit,2.76122421,
1711,Kepler-1289,b,Kepler-1289 b,Transit,7.99019627,
1712,Kepler-129,b,Kepler-129 b,Transit,15.79186,
1713,Kepler-129,c,Kepler-129 c,Transit,82.20017,
1714,Kepler-1290,b,Kepler-1290 b,Transit,4.69500134,
1715,Kepler-1291,b,Kepler-1291 b,Transit,8.63043276,
1716,Kepler-1292,b,Kepler-1292 b,Transit,3.27646405,
1717,Kepler-1293,b,Kepler-1293 b,Transit,5.57654784,
1718,Kepler-1294,b,Kepler-1294 b,Transit,115.6862258,
1719,Kepler-1295,b,Kepler-1295 b,Transit,3.81371974,
1720,Kepler-1296,b,Kepler-1296 b,Transit,8.3839865,
1721,Kepler-1297,b,Kepler-1297 b,Transit,1.68189002,
1722,Kepler-1298,b,Kepler-1298 b,Transit,7.12811928,
1723,Kepler-1299,b,Kepler-1299 b,Transit,19.9400874,
1724,Kepler-130,b,Kepler-130 b,Transit,8.457458,
1725,Kepler-130,c,Kepler-130 c,Transit,27.50868,
1726,Kepler-130,d,Kepler-130 d,Transit,87.517905,
1727,Kepler-1300,b,Kepler-1300 b,Transit,22.2419092,
1728,Kepler-1301,b,Kepler-1301 b,Transit,9.08237046,
1729,Kepler-1302,b,Kepler-1302 b,Transit,8.83922659,
1730,Kepler-1303,b,Kepler-1303 b,Transit,7.56127224,
1731,Kepler-1304,b,Kepler-1304 b,Transit,16.1288853,
1732,Kepler-1305,b,Kepler-1305 b,Transit,13.5630972,
1733,Kepler-1306,b,Kepler-1306 b,Transit,16.29595382,
1734,Kepler-1307,b,Kepler-1307 b,Transit,18.01621096,
1735,Kepler-1308,b,Kepler-1308 b,Transit,2.10433812,
1736,Kepler-1309,b,Kepler-1309 b,Transit,28.8432647,
1737,Kepler-131,b,Kepler-131 b,Transit,16.092,0.051
1738,Kepler-131,c,Kepler-131 c,Transit,25.5169,0.026
1739,Kepler-1310,b,Kepler-1310 b,Transit,0.67933627,
1740,Kepler-1311,b,Kepler-1311 b,Transit,11.1726994,
1741,Kepler-1311,c,Kepler-1311 c,Transit,2.53573424,
1742,Kepler-1312,b,Kepler-1312 b,Transit,5.44832529,
1743,Kepler-1313,b,Kepler-1313 b,Transit,3.83309118,
1744,Kepler-1314,b,Kepler-1314 b,Transit,5.42474928,
1745,Kepler-1315,b,Kepler-1315 b,Transit,0.84338011,
1746,Kepler-1316,b,Kepler-1316 b,Transit,87.9732136,
1747,Kepler-1317,b,Kepler-1317 b,Transit,0.56887443,
1748,Kepler-1318,b,Kepler-1318 b,Transit,213.257663,
1749,Kepler-1319,b,Kepler-1319 b,Transit,2.88676265,
1750,Kepler-132,b,Kepler-132 b,Transit,6.178196,
1751,Kepler-132,c,Kepler-132 c,Transit,6.414914,
1752,Kepler-132,d,Kepler-132 d,Transit,18.010199,
1753,Kepler-132,e,Kepler-132 e,Transit,110.2869374,
1754,Kepler-1320,b,Kepler-1320 b,Transit,0.86838653,
1755,Kepler-1321,b,Kepler-1321 b,Transit,11.12830484,
1756,Kepler-1321,c,Kepler-1321 c,Transit,2.22649109,
1757,Kepler-1322,b,Kepler-1322 b,Transit,0.96286738,
1758,Kepler-1323,b,Kepler-1323 b,Transit,0.92990668,
1759,Kepler-1324,b,Kepler-1324 b,Transit,4.11584468,
1760,Kepler-1325,b,Kepler-1325 b,Transit,33.8786838,
1761,Kepler-1326,b,Kepler-1326 b,Transit,42.3514267,
1762,Kepler-1327,b,Kepler-1327 b,Transit,14.88801098,
1763,Kepler-1328,b,Kepler-1328 b,Transit,4.52158888,
1764,Kepler-1329,b,Kepler-1329 b,Transit,9.33646594,
1765,Kepler-133,b,Kepler-133 b,Transit,8.129976,
1766,Kepler-133,c,Kepler-133 c,Transit,31.517586,
1767,Kepler-1330,b,Kepler-1330 b,Transit,10.10769068,
